,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
12058,0.290004147,0.248151882,1,65.98303771,?,0,1,5,1,3,0,?,35,1
12059,0.259521293,0.374366776,1,53.52056412,2,1,5,3,3,3,1,49,35,1
12060,0.162565044,0.10199331,-1,69.05621324,2,2,5,2,1,2,0,30,32,1
12063,0.753203549,0.550795878,1,70.00219724,2,1,3,5,1,3,0,77,40,1
12064,0.767606599,0.405213296,-1,?,3,0,4,1,3,2,1,30,28,1
12069,0.826127233,0.669325378,-1,62.42434648,2,0,1,4,0,?,1,38,93,1
12070,0.449417017,0.551149191,1,75.59305959,1,3,4,1,?,3,1,72,19,1
12071,?,0.675217977,-1,61.11569436,1,2,?,5,2,2,0,83,42,1
12072,0.445622954,0.722860301,-1,66.06839433,3,2,4,2,3,3,0,38,39,1
12073,0.450913295,0.676192848,0,?,2,-1,3,5,1,2,1,76,50,1
12076,0.568910889,0.439322839,-1,65.56002945,2,-1,3,?,2,?,0,31,62,1
12079,0.424973579,0.713222038,0,55.7105204,1,1,?,1,?,2,0,70,?,1
12081,0.321947698,0.600656258,-1,47.86234916,2,1,3,4,4,2,0,38,?,1
12083,0.634495778,0.101239391,?,58.49956482,1,1,4,2,2,3,0,24,?,1
12084,0.552811663,0.623819334,1,65.31317529,2,-1,3,4,2,2,1,62,54,1
12086,0.384232607,0.383395456,0,61.94397101,2,2,4,3,1,3,0,69,26,1
12087,0.164036819,0.488770788,0,62.00074128,1,2,1,2,3,2,0,-7,51,1
12088,0.411935627,0.378723234,1,73.4636411,2,-1,3,1,3,1,1,60,5,1
12089,0.460140087,0.539790949,-1,69.35382881,1,0,2,3,4,2,?,?,56,1
12091,0.597017132,0.759282978,1,74.24568636,2,?,5,3,2,3,1,49,91,1
12092,0.338960228,0.478755404,-1,62.34591101,1,0,3,1,2,3,1,57,52,1
12093,0.49294756,0.349247404,-1,?,0,-1,?,4,4,2,0,16,35,1
12094,0.206837494,0.5564631,-1,61.72368278,3,0,3,5,1,3,1,80,65,1
12096,0.78663555,0.764586695,-1,64.14348341,4,1,3,3,3,2,1,44,65,1
12098,0.573764548,0.539303172,0,59.08330454,0,2,5,4,?,3,?,32,12,1
12099,0.512351027,0.975295658,-1,73.36130387,3,1,3,5,2,2,0,29,59,1
12101,0.428809282,0.788459468,1,72.24711292,3,3,4,1,2,2,1,71,46,1
12102,?,0.85609492,1,66.46469827,2,1,5,1,?,3,0,41,56,1
12104,0.236224088,0.571784033,?,52.47046894,0,2,3,2,3,?,1,44,34,1
12106,0.50713107,0.750496304,1,68.14213251,2,?,4,3,3,2,1,63,58,1
12107,0.494436445,0.528849644,0,67.13460032,2,2,5,2,3,2,1,83,32,1
12108,0.491420485,0.535294977,1,68.00259532,3,1,1,3,4,3,0,62,64,1
12111,0.540150312,0.482478181,1,67.42133167,3,0,3,2,3,2,?,57,40,1
12114,0.135810301,0.431349378,-1,68.00099263,3,2,1,?,3,3,1,56,43,1
12115,0.669363037,0.494045907,1,73.640813,1,2,3,4,3,2,1,84,?,1
12116,0.673452702,0.533482322,?,60.31206793,3,2,3,2,3,3,0,48,14,1
12117,0.29942631,0.728674722,-1,54.00392777,?,2,4,1,4,5,0,23,56,1
12118,0.637210086,0.349158263,1,71.31575144,4,1,4,2,2,2,0,31,-19,1
12119,0.20562326,0.553059336,-1,67.67917184,1,1,2,3,?,3,0,78,44,1
12121,0.573954878,0.469859009,0,68.89030051,3,1,3,3,2,0,0,92,76,1
12125,0.474193432,0.544722921,0,64.59807229,2,2,4,1,1,4,0,50,75,1
12127,0.448544599,0.552036985,1,64.06967473,3,2,1,3,2,2,0,103,72,1
12128,0.544114916,0.521139443,-1,64.54485084,?,0,?,4,4,?,0,89,54,1
12132,0.394510107,0.462547777,0,60.4199894,2,1,1,1,3,3,1,30,35,1
12133,0.342112,0.640044269,-1,68.93766893,1,0,2,?,2,1,?,52,27,1
12135,0.557467861,0.628092081,1,67.91406253,?,0,4,5,2,3,?,51,68,1
12136,0.556981132,?,0,64.3105518,2,2,1,2,3,5,1,72,83,1
12137,0.474829212,0.48282918,1,63.31432441,3,0,2,4,3,4,1,49,76,1
12138,0.299893609,0.658547734,1,61.46112934,?,2,1,3,3,1,0,?,10,1
12139,0.572894379,0.422935125,1,79.515537,2,1,5,3,1,3,1,45,62,1
12141,0.478660885,0.695577622,-1,70.75683252,0,0,3,1,3,3,1,62,49,1
12146,0.256139717,0.410185538,-1,70.84166364,3,1,3,5,3,1,0,28,31,1
12148,0.748771292,0.804397139,1,57.99641561,1,0,2,5,1,1,?,45,62,1
12152,0.597869956,0.542307751,1,65.73791368,1,1,5,1,3,3,1,40,30,1
12153,0.446061356,0.283915608,0,62.84509041,2,2,1,5,3,3,0,47,21,1
12156,0.49752781,0.228541878,0,65.23435862,1,0,1,2,2,0,0,56,59,1
12157,0.68634358,0.845725457,1,73.40381669,3,2,5,4,4,2,0,61,85,1
12159,0.388179126,0.540655193,-1,?,2,2,2,4,2,2,0,62,64,1
12160,0.464754822,0.313137759,1,67.57669393,3,2,5,1,3,3,1,49,63,1
12161,0.850626485,?,-1,56.55662057,1,-1,3,1,1,2,0,91,39,1
12162,0.421873905,0.338667655,-1,63.27088867,2,1,4,1,3,4,0,82,39,1
12166,0.16969165,0.71627623,-1,64.96585306,1,1,5,3,-2,?,0,72,47,1
12167,0.529528481,1.086153176,0,65.82057102,2,2,4,5,3,1,0,55,28,1
12169,0.180883953,0.550349757,0,55.27611016,0,2,2,5,3,2,0,99,64,1
12170,0.839141408,0.724588147,-1,80.59132079,2,1,3,3,3,3,1,4,45,1
12175,0.604249028,0.628703602,1,52.09317072,2,2,5,3,3,4,0,54,37,1
12177,0.693877427,0.630823032,0,66.38977428,2,0,3,4,2,2,1,64,29,1
12180,0.317305785,0.587843246,?,?,1,0,1,3,3,3,1,59,80,1
12181,0.528874385,0.820723617,0,66.93732276,1,1,5,5,2,2,1,80,42,1
12182,0.306064003,0.506132709,1,69.31467742,0,1,2,1,2,4,1,65,33,1
12184,0.406136576,0.292187938,0,72.83430204,4,1,?,3,4,3,1,48,14,1
12185,?,0.314577339,1,59.51026826,2,-1,4,1,3,2,0,63,61,1
12186,0.720418118,0.638575886,1,51.07670991,1,1,5,5,1,2,0,36,21,1
12187,0.36097336,0.737945473,0,74.5453713,1,1,1,5,3,3,1,44,46,1
12188,0.662480825,0.611877862,1,64.74629926,2,1,2,5,3,2,1,55,55,1
12189,0.445261626,0.524874882,0,65.34069194,2,1,5,5,1,3,1,?,46,1
12190,0.466171323,0.559438747,0,61.99495997,1,1,2,2,1,2,1,75,48,1
12193,0.603680319,0.921297609,1,62.60913272,4,0,4,3,2,2,1,43,17,1
12194,0.400944599,0.374143259,0,74.62362582,1,-1,4,3,3,1,1,21,7,1
12196,0.740899242,0.845594031,-1,78.45749715,2,1,5,1,5,3,0,40,55,1
12197,0.647481204,0.703351991,0,56.06181541,2,2,3,?,3,1,0,77,38,1
12199,0.521762646,0.36579142,-1,75.21655753,2,1,1,4,2,2,1,?,-13,1
12200,0.722572113,0.734855761,0,55.24667316,3,1,4,4,4,?,1,52,110,1
12205,0.657515119,0.632259312,1,63.96852911,1,1,4,1,3,3,1,18,49,1
12207,0.583039045,0.362311798,-1,64.02971752,1,?,4,5,2,3,1,76,48,1
12208,0.594174954,0.345487645,0,70.41276774,2,1,2,4,2,3,1,77,59,1
12209,0.358497932,-0.007369383,1,69.77858286,1,0,2,?,3,3,0,58,29,1
12211,0.423675931,0.778426025,-1,59.79268933,3,?,4,5,2,1,?,38,56,1
12214,?,0.574583075,1,64.48118943,1,0,3,4,0,2,0,41,67,1
12215,0.663060952,0.630255141,-1,51.67678584,3,2,3,1,?,3,0,39,44,1
12218,0.768415099,0.930247504,0,85.77854172,2,0,1,2,2,4,0,55,18,1
12219,0.464912736,0.599739438,1,64.9420744,3,3,4,?,1,3,1,19,81,1
12220,0.36049446,0.592932421,1,62.23674694,1,0,1,2,2,2,1,20,55,1
12223,0.241772967,0.434901655,0,63.13355502,2,0,1,3,1,4,1,39,55,1
12226,0.506577704,0.399215637,?,76.43454817,4,0,2,2,2,0,1,73,69,1
12228,0.455237953,0.50240017,0,61.18260104,2,-1,4,1,3,2,1,67,69,1
12229,0.373047189,?,-1,53.04285594,3,1,5,3,2,4,1,20,38,1
12230,0.615650908,0.583887836,0,58.40489661,2,1,3,5,2,2,0,46,40,1
12231,0.333417078,0.624715499,1,62.49275799,3,3,4,5,2,2,1,66,72,1
12232,0.196014247,0.547844108,0,64.76761707,2,2,5,2,4,2,0,34,46,1
12237,0.273539168,0.304503179,0,77.24281623,3,1,1,2,3,3,1,?,71,1
12238,0.242142646,0.49228333,-1,67.87840231,3,1,3,4,4,3,1,42,49,1
12241,0.267685072,0.56744136,1,62.46252436,2,2,1,5,3,2,0,40,62,1
12242,0.411261867,0.170077962,1,56.52780666,1,1,2,4,3,2,1,54,18,1
12243,-0.060881912,0.204716332,0,60.16095007,2,?,1,2,2,2,1,87,73,1
12244,0.515895948,?,-1,65.4160202,1,1,2,2,2,2,1,74,51,1
12245,0.644566125,0.59121876,-1,51.44129742,1,1,3,4,3,3,0,13,64,1
12247,0.356112393,0.550130931,-1,51.44640077,?,0,1,2,2,1,1,59,28,1
12248,0.356975233,0.278280559,0,71.82680501,2,2,5,4,2,4,1,22,67,1
12249,0.945349031,0.544930987,0,55.37880804,?,1,4,1,3,1,1,53,36,1
12250,0.573641703,0.628186791,1,65.234741,2,1,3,3,2,1,1,19,75,1
12255,0.412070824,0.466515164,?,67.88221868,2,2,3,4,3,5,0,43,?,1
12256,0.407286719,0.417265778,0,66.90973399,0,1,3,4,4,4,1,74,29,1
12257,0.431127176,0.603437143,1,55.78864868,2,1,3,1,2,2,1,48,58,1
12258,0.252283054,0.786902118,-1,57.46185564,2,-1,3,4,2,2,0,53,68,1
12259,0.227702347,0.409644942,0,63.53952049,1,1,5,4,2,3,1,?,32,1
12261,0.609230362,0.42583067,0,67.74437629,2,1,5,3,2,2,1,38,46,1
12262,0.445437033,0.299019936,1,66.76411553,2,2,5,5,1,4,1,48,55,1
12263,0.222964532,0.471957657,-1,57.93236499,4,2,1,1,2,2,0,68,63,1
12264,0.257842839,0.267152901,-1,79.70051973,2,2,3,2,3,2,1,39,6,1
12265,0.289669794,0.596127668,1,60.25868343,4,3,5,5,4,3,1,61,16,1
12268,0.461051522,0.521978656,0,57.84556079,3,3,3,1,2,2,1,30,-14,1
12269,0.611415152,0.399503591,0,67.71620399,2,?,3,2,2,3,0,66,29,1
12270,0.469716826,?,1,60.51183843,2,1,3,3,3,?,0,43,63,1
12271,0.366707819,0.566205693,0,62.75811742,3,0,?,?,4,2,1,81,61,1
12272,0.819355337,0.681494756,1,?,2,1,1,1,1,?,0,82,62,1
12273,0.430487818,?,1,60.97544066,2,2,2,1,2,1,1,43,21,1
12274,0.750952084,0.568511402,0,55.19380434,2,0,1,1,2,2,1,17,30,1
12276,?,0.266549062,?,82.90720276,1,1,5,5,?,2,1,35,46,1
12277,0.452860806,0.649740416,0,79.91768303,2,2,3,3,2,2,1,70,22,1
12279,0.462818074,0.89481564,0,46.21025385,2,1,3,4,4,3,?,50,58,1
12280,0.679255951,0.461850336,1,65.11424811,?,1,4,1,3,1,1,15,35,1
12281,0.154298421,0.307432143,-1,77.16350269,1,1,3,1,4,1,1,51,23,1
12282,0.438279597,0.533467829,-1,53.10822134,2,1,4,3,6,2,1,21,68,1
12283,0.83547553,0.885006235,-1,70.03551215,1,0,1,2,1,4,0,49,30,1
12285,0.262997634,0.329787687,-1,68.2781853,1,1,2,4,2,3,1,40,65,1
12286,0.473092507,0.660073148,?,55.67234158,1,1,1,3,3,1,0,17,66,1
12289,0.21452362,0.663353866,0,73.57060026,2,2,5,?,?,2,0,54,50,1
12291,0.393435261,0.965418063,1,52.43038273,4,0,4,2,2,3,1,43,91,1
12293,0.800395811,0.808035208,-1,63.21951884,?,1,?,2,3,4,1,107,40,1
12295,0.410562705,?,-1,56.76224427,2,1,3,4,4,4,1,69,68,1
12296,0.597389676,0.392518677,0,69.39887672,2,1,2,2,?,2,1,78,50,1
12298,0.901709001,0.858776554,-1,62.02357055,2,1,5,?,0,3,1,63,59,1
12299,0.122395144,0.43996259,-1,46.99018203,1,2,?,5,2,0,0,79,42,1
12301,0.911522061,0.407024904,0,59.07575954,3,1,3,5,2,2,0,?,24,1
12303,0.353719153,0.565864955,1,60.12509899,2,1,2,3,?,?,1,70,84,1
12304,0.5796858,0.86972682,1,54.18453916,2,1,2,5,?,4,0,75,68,1
12305,0.552527966,0.559270639,-1,63.84387986,3,1,1,4,2,2,0,?,29,1
12306,-0.027336408,0.283494483,-1,55.075621,1,0,4,4,2,3,1,64,9,1
12307,0.550535474,0.537708318,-1,51.80409427,2,2,2,4,3,4,0,57,41,1
12308,0.763872854,0.425656441,0,64.74503677,3,0,?,4,3,2,0,58,48,1
12309,0.271386779,0.415554542,0,84.01789994,1,-1,4,1,4,4,0,67,94,1
12310,0.304207794,0.417436574,1,54.13157739,?,0,3,2,2,2,0,?,31,1
12312,0.448476277,0.700899153,-1,63.73166145,2,1,2,3,4,3,0,48,62,1
12313,0.404483818,0.734667094,0,59.07007852,?,0,3,4,3,4,0,34,54,1
12316,0.512370336,0.396611483,-1,75.32527584,1,1,5,2,2,1,?,57,30,1
12317,0.19499105,0.797826842,-1,65.36047847,2,2,?,1,4,2,0,33,58,1
12318,0.420754587,?,1,75.01634954,?,0,?,1,2,3,0,69,45,1
12319,0.673880943,0.283268862,1,70.56595131,1,0,5,?,3,2,0,42,31,1
12320,0.43316817,0.756161796,1,71.2949884,2,1,5,3,3,2,1,81,40,1
12322,0.447257364,0.332078986,1,68.00677128,2,1,1,4,3,2,1,7,84,1
12323,0.630333552,0.45248298,1,50.62206519,3,2,1,3,2,3,1,55,27,1
12324,0.594972852,0.563520429,-1,69.00490591,?,2,4,2,3,2,1,58,64,1
12325,0.505361901,0.733438754,-1,?,2,1,2,1,2,3,1,50,72,1
12326,0.619710477,0.415153269,0,83.31653461,3,2,3,1,?,2,1,55,11,1
12329,0.060334468,0.458151983,0,59.53231907,0,0,5,1,3,1,0,31,17,1
12332,0.614324721,?,1,60.29027809,1,0,1,3,3,4,1,44,45,1
12334,0.788350969,0.372753735,-1,56.85823772,2,2,2,4,0,2,1,61,50,1
12337,0.672826271,0.485035919,0,56.75003245,2,1,2,4,3,2,1,50,48,1
12338,0.21392448,0.637405471,1,73.44159154,2,1,5,5,2,3,1,70,72,1
12339,0.367688731,0.581183913,-1,63.51695476,1,2,1,2,5,4,1,84,32,1
12342,0.612227487,0.440132361,1,?,2,1,5,2,4,2,1,62,42,1
12343,0.271332643,0.981184697,-1,59.51563338,2,1,1,3,4,2,1,7,40,1
12344,0.630965649,0.583492463,-1,56.48172208,2,0,2,3,4,3,1,33,34,1
12345,0.559916803,0.287007418,1,65.8864938,3,2,4,2,2,2,0,58,44,1
12348,0.280985538,0.468779717,0,68.93406425,1,0,3,4,3,3,1,48,59,1
12349,0.437790061,0.581276929,0,65.11568094,2,1,1,5,3,0,?,55,66,1
12350,0.503251618,0.760265161,1,58.71451358,2,1,4,5,4,2,1,30,37,1
12351,0.383646025,0.692342223,1,?,1,0,2,3,3,3,0,31,38,1
12352,0.404610202,0.494457474,1,55.5275981,1,1,2,5,4,3,1,?,27,1
12357,1.025331223,?,?,58.86259885,2,2,4,2,2,0,0,50,29,1
12358,0.409716022,0.541950457,1,58.37041562,1,?,1,5,4,2,1,63,30,1
12360,?,0.747839518,-1,61.0250582,2,2,5,3,2,2,1,23,30,1
12361,0.674198954,0.527273378,1,65.86981676,2,1,5,?,3,1,0,51,52,1
12362,0.684325681,0.529350671,0,63.46239932,1,1,4,?,4,2,1,30,26,1
12363,0.226476048,0.465449321,-1,70.24822731,2,1,2,2,3,3,1,44,24,1
12365,?,0.40394268,0,63.63115276,1,1,5,1,2,1,?,33,58,1
12368,?,0.394286018,-1,60.94590119,2,0,5,2,2,4,0,57,37,1
12369,0.230951971,0.740717158,1,72.6535797,2,3,4,3,2,3,1,98,35,1
12370,0.370452321,?,-1,81.68932745,?,2,1,2,5,5,0,53,60,1
12373,?,0.936975622,-1,61.57612157,2,1,1,5,4,3,1,47,65,1
12375,0.518797083,0.583918164,-1,67.00748355,3,0,1,4,2,2,0,33,63,1
12376,0.324889899,0.578209139,0,69.42656361,1,0,2,4,3,3,1,48,?,1
12378,0.254852674,0.524999649,1,?,2,2,5,3,2,3,1,17,57,1
12379,0.457116506,0.806664813,-1,73.84014165,?,1,1,3,2,2,1,38,40,1
12380,0.304367158,0.3965225,-1,52.13198028,2,2,2,5,2,3,0,73,51,1
12381,0.554087245,0.805981624,1,67.86036034,1,1,1,4,2,2,0,45,68,1
12383,0.528745049,0.327501909,1,74.25342421,1,1,?,3,?,2,1,57,43,1
12384,?,0.418486148,0,65.78484428,2,2,4,?,3,3,0,48,32,1
12385,0.408453126,0.633566337,?,57.78111369,3,1,3,?,3,?,0,67,42,1
12387,0.358934805,0.243825594,-1,66.29360831,3,0,1,2,2,1,1,67,28,1
12388,0.255933418,0.580615578,0,63.11448706,2,2,4,4,1,2,0,1,38,1
12390,0.53348871,0.441348589,0,60.75527973,0,0,2,5,3,2,1,20,60,1
12391,0.20995125,0.836388323,-1,59.11986633,0,0,5,5,2,2,0,58,57,1
12395,0.181268062,0.727464008,?,67.0504611,2,2,1,3,3,1,0,48,51,1
12396,0.766317136,0.409812223,-1,76.56361807,?,1,3,4,2,1,0,71,54,1
12397,0.622378137,0.245906177,1,65.57373282,3,?,1,4,3,3,1,42,39,1
12400,0.334766037,0.3758109,-1,57.02071548,3,1,1,1,3,2,0,42,47,1
12401,0.288884572,0.321491043,1,74.29857115,2,0,2,5,3,2,1,39,25,1
12403,0.573763623,0.334840953,0,53.00997214,3,0,4,3,1,2,?,53,44,1
12404,0.645254837,0.748176598,1,64.20145847,2,2,1,3,?,2,1,29,82,1
12407,0.819131771,?,1,65.75193877,2,1,1,3,3,2,1,56,78,1
12409,0.337670284,0.616175589,1,70.26974033,2,2,?,4,3,3,1,32,62,1
12413,0.189247766,-0.079229172,1,79.2172793,1,1,1,3,4,2,0,67,60,1
12414,0.598608958,0.441928018,-1,65.77662355,1,1,2,1,?,2,0,73,65,1
12415,0.561067268,0.341156037,?,70.89763138,1,1,4,3,4,5,1,48,21,1
12416,0.422232125,0.13736547,-1,67.60713115,2,1,2,4,1,?,0,63,15,1
12417,0.057338761,0.497550734,-1,58.84121078,1,0,3,1,3,2,1,63,50,1
12419,0.65668185,0.470205011,1,66.34669283,3,2,3,5,3,0,0,38,3,1
12420,0.33853246,0.931088545,-1,59.80854234,2,2,3,4,3,3,1,71,22,1
12421,0.507059567,0.277421626,-1,75.8520658,2,2,1,5,4,4,0,58,80,1
12422,0.265182365,0.531249123,0,62.37539671,3,0,4,3,3,3,0,57,25,1
12423,0.573820948,0.58497064,1,60.66948834,1,1,5,2,1,3,1,52,46,1
12424,0.483215972,0.576674015,0,58.47407907,1,1,3,3,4,1,0,?,37,1
12426,0.410997131,0.615926649,1,66.59903037,2,1,3,?,3,2,1,28,50,1
12428,0.351492571,0.7820862,1,?,1,-1,5,1,3,1,1,69,55,1
12429,0.521001711,0.642522381,1,66.61430168,1,1,3,1,2,2,0,6,23,1
12430,0.692644881,0.318534771,0,63.70344306,2,2,?,4,2,4,0,55,39,1
12432,0.544834798,0.505704339,1,73.19067539,1,3,3,3,3,2,0,?,87,1
12435,0.53511138,?,-1,83.68703723,?,2,3,3,3,2,1,32,44,1
12440,0.696359482,0.501809599,1,69.64299546,2,2,1,5,1,2,?,?,36,1
12441,0.198495889,0.725745121,1,69.61513065,2,?,4,4,2,3,1,44,52,1
12442,0.537820845,0.534604268,0,61.77497024,2,1,5,2,2,3,0,32,32,1
12443,0.223418685,0.478289553,0,61.99041558,3,2,1,1,2,-1,1,65,48,1
12444,0.295560328,0.465542186,1,?,1,2,4,4,4,4,1,74,?,1
12449,0.317079174,0.380313061,0,60.72622419,2,2,2,?,4,5,0,35,41,1
12450,0.532907713,0.357766695,-1,62.71703925,3,2,2,2,2,4,0,49,46,1
12452,0.342388689,0.581181496,-1,61.96890903,1,1,2,5,3,4,0,53,32,1
12454,0.410557038,0.369730604,0,77.42182403,3,2,3,5,?,2,0,54,27,1
12455,0.546490576,?,-1,65.09686355,1,0,1,3,2,2,1,16,23,1
12456,0.619569678,0.26432902,1,62.11815362,2,2,1,5,2,3,0,37,16,1
12457,0.466296587,0.671816637,1,61.39884152,1,1,1,5,3,3,0,71,44,1
12458,0.700990478,0.480414864,-1,75.47610228,2,-1,?,4,2,3,0,34,46,1
12460,0.574467965,0.410366767,?,67.28803204,2,?,5,5,?,2,0,67,46,1
12461,0.195444412,0.478462494,-1,59.94025018,2,2,5,4,2,2,0,16,54,1
12462,0.517384325,0.454117069,-1,51.21041452,2,2,?,1,3,1,0,37,51,1
12464,0.383045649,0.244807094,?,75.28024679,3,2,3,?,2,1,0,33,51,1
12466,0.454071179,?,0,66.4671107,2,1,4,5,1,3,0,50,37,1
12467,0.38164755,0.663032202,-1,73.04353911,0,2,3,5,2,2,0,8,2,1
12468,0.396154003,0.552470206,1,?,3,1,4,4,2,0,0,30,68,1
12469,0.485772791,0.282988206,1,56.81042962,?,-1,1,4,2,3,0,54,17,1
12471,0.579322653,0.710293957,?,59.46734031,2,?,3,4,3,3,0,35,44,1
12473,0.579793116,0.571258831,1,67.57218496,1,0,2,5,3,?,0,58,64,1
12474,0.268861892,0.628039256,1,64.8322451,1,2,1,5,3,4,1,59,30,1
12475,0.520438879,0.461285917,0,68.8991967,1,1,1,2,3,2,1,50,51,1
12476,0.532119839,0.666131464,?,62.23143613,1,1,1,1,4,?,1,53,57,1
12478,0.746785699,0.646936697,1,?,1,1,5,2,3,3,?,87,54,1
12480,0.177845879,0.811281356,1,64.70124115,1,3,4,5,3,4,1,49,23,1
12481,0.51999484,0.423707217,0,62.58228631,1,1,5,2,2,2,1,54,50,1
12482,0.531541691,0.378218187,1,55.7093403,2,3,3,5,2,1,1,37,14,1
12483,0.606050706,0.331956012,1,56.65546873,0,2,2,3,4,2,1,84,25,1
12484,0.675496896,0.65748303,0,60.93056783,2,2,3,1,1,3,0,45,49,1
12487,0.289900838,0.336172807,-1,55.13835977,2,1,2,?,3,2,?,49,47,1
12488,0.738273291,0.791135249,?,69.70926666,1,1,1,4,2,3,1,49,43,1
12489,0.628472549,0.612964975,-1,52.55578716,2,?,1,2,1,4,1,67,70,1
12490,0.357990084,0.468473646,0,67.89902855,3,1,2,3,1,3,0,34,73,1
12492,0.446050758,0.276778318,-1,74.75522362,3,1,5,3,4,3,0,58,104,1
12494,0.216463865,?,0,57.11509691,1,3,4,?,4,3,1,76,14,1
12496,?,0.560793025,-1,65.57749471,1,1,2,4,3,2,1,62,49,1
12499,0.295076627,0.521857184,0,59.70442799,1,0,2,4,3,3,1,40,14,1
12500,0.416833925,0.57485004,1,77.31616334,2,0,1,1,2,2,1,80,39,1
12501,0.170106888,0.429818853,0,67.42068966,0,0,4,2,2,2,?,89,18,1
12503,0.353091735,0.651484157,1,62.02214032,2,2,3,?,2,2,1,63,27,1
12504,0.807201185,0.568055874,0,76.2840959,1,1,1,2,3,3,1,32,81,1
12507,0.389764874,0.778391741,0,65.50411925,1,2,1,5,4,3,1,48,32,1
12510,0.489413634,0.46061653,-1,67.29983774,1,1,1,1,2,?,0,31,47,1
12514,0.462726099,0.806562051,0,?,1,1,3,3,2,3,1,98,72,1
12515,0.284524911,0.620756469,1,65.0985028,3,2,4,3,4,1,0,78,?,1
12517,0.642621457,0.57242903,?,61.538552,1,1,2,3,1,3,?,62,45,1
12518,0.373082467,?,1,?,2,1,1,5,?,4,1,29,-2,1
12520,0.502559951,1.053158813,-1,66.25631526,2,2,4,2,4,3,1,48,17,1
12521,0.613503703,0.5106064,-1,65.54250128,1,?,3,2,1,?,0,13,56,1
12522,0.368831063,0.503362472,1,64.45772527,1,-1,1,2,3,2,1,48,50,1
12524,0.203089463,0.591991913,0,67.56148112,?,1,4,1,4,2,0,44,42,1
12525,0.888986261,0.501878995,-1,54.50191137,3,1,3,1,5,2,1,48,51,1
12527,0.340542134,0.420260081,1,72.8777506,2,2,1,5,2,1,0,59,60,1
12530,0.378337938,0.650276203,-1,66.42451378,3,1,4,?,1,3,0,71,54,1
12534,0.702640797,0.400958687,0,55.96333368,0,0,2,3,4,3,1,?,70,1
12535,0.638034912,0.689488108,0,65.28700824,2,2,4,4,2,4,1,?,34,1
12536,0.56646782,0.469631804,0,66.06173036,1,1,2,3,2,4,0,67,27,1
12537,0.396793585,0.387430248,-1,58.79429079,1,1,5,4,3,3,1,64,34,1
12538,0.48134873,0.486143593,0,70.27134441,2,1,2,5,4,4,0,63,38,1
12539,0.438249283,0.328621783,0,67.77377161,3,1,2,2,?,2,1,47,41,1
12540,0.180429817,0.633708027,1,63.03194096,3,1,1,1,1,2,0,?,47,1
12541,0.74464092,0.444310663,-1,64.77918879,3,?,3,4,3,3,0,69,42,1
12543,0.621320918,0.698991056,0,64.47534335,?,2,4,5,0,4,1,78,43,1
12545,0.747172309,0.590041792,-1,70.32199874,1,1,5,3,4,2,0,78,52,1
12546,0.53042535,0.611358328,0,61.39935478,3,2,1,4,4,3,0,69,68,1
12548,0.596184134,0.649938909,0,64.26929247,2,2,3,4,3,3,1,61,23,1
12549,0.167856774,0.476009226,-1,56.42111546,?,1,2,1,2,3,1,55,25,1
12550,?,0.790380429,1,56.6837565,2,1,?,3,1,2,0,35,39,1
12552,0.75305781,0.426875152,0,64.56789527,2,1,1,4,2,2,0,55,57,1
12553,0.498241867,0.437150703,0,66.41603598,3,-1,2,1,3,3,1,41,72,1
12555,0.361508444,0.302960655,1,56.69337058,1,1,?,2,3,1,0,38,64,1
12557,0.454003345,0.502247812,0,70.31448896,3,2,2,4,3,2,1,75,24,1
12559,0.236253396,0.294333459,-1,64.28897154,2,1,5,4,1,2,1,44,53,1
12561,0.381203107,0.421518,-1,55.13345637,3,1,4,5,1,2,?,57,18,1
12563,0.559867545,0.405298161,0,66.98312962,1,1,2,5,?,2,1,26,43,1
12564,0.742600609,0.472565974,1,77.78302477,4,2,3,5,3,4,0,60,?,1
12565,0.559668387,0.467991915,0,70.77943517,3,1,5,4,4,3,1,51,36,1
12566,?,0.345081648,0,74.90393822,2,2,5,1,3,3,0,70,71,1
12568,0.552449377,0.624865171,-1,64.59604426,3,3,4,3,3,1,0,55,?,1
12569,0.35572215,0.705854173,0,63.35678189,3,0,3,2,2,2,1,22,50,1
12571,0.676417214,0.262710663,1,64.47762865,3,0,1,4,1,0,0,38,27,1
12572,?,0.483437296,-1,70.58481942,2,1,3,?,2,3,0,29,46,1
12573,0.861496371,0.390710644,1,69.12433412,1,1,4,2,4,2,0,68,42,1
12574,0.637167048,0.558371786,-1,46.77693106,1,1,4,2,5,3,0,53,?,1
12578,0.487765196,0.411149988,-1,73.10152279,3,2,1,5,0,2,0,27,52,1
12579,0.564562839,0.308358065,0,68.29044671,1,1,1,1,4,6,1,36,55,1
12580,0.251652705,0.577125449,0,70.5739715,2,2,2,2,2,3,1,49,33,1
12582,0.46691592,0.647723879,0,69.3050212,2,0,2,2,2,2,1,28,38,1
12583,0.39800894,0.655191472,-1,67.7947648,1,1,1,2,3,2,1,18,64,1
12584,?,0.259652767,0,66.65090205,2,1,1,1,3,2,0,68,35,1
12587,0.308257274,0.469704062,-1,70.33711148,2,2,4,1,3,2,0,76,53,1
12590,0.465058367,0.493967884,1,57.44673376,2,1,4,3,4,3,0,48,18,1
